xcoord;ycoord;totalspr;rarespr;calc;fdd;gdd;wab;altitude;relalt;betnan;dryoct;empher;gersyl;linbor;phycae;rangla;vacmyr;vacvit
3301500;7666500;84;0;24;-1781.2;610.8;248.9;480;78;1;0;1;1;1;1;0;1;1
3301500;7667500;89;1;22;-1776.3;612.8;249.5;478;80;1;0;1;1;1;1;0;1;1
3301500;7668500;92;0;15;-1773.2;612.1;250.8;482;83;1;0;1;1;1;1;0;1;1
3302500;7606500;17;0;22;-1837.2;790.9;197.9;332;43;0;0;0;0;0;0;0;0;0
3302500;7607500;115;1;25;-1839.0;786.1;198.2;331;39;1;0;1;1;1;1;0;1;1
3302500;7608500;90;1;25;-1839.0;780.0;198.8;337;30;1;0;1;1;1;1;0;1;1
3302500;7615500;64;0;25;-1852.9;750.0;201.1;361;66;1;0;1;1;1;0;0;1;1
3302500;7636500;6;0;7;-1933.7;535.3;244.1;607;155;0;0;0;0;0;0;0;0;0
3302500;7637500;7;0;20;-1898.6;595.8;231.4;529;90;0;0;0;0;0;0;0;0;0
3302500;7663500;89;0;10;-1790.6;631.0;240.8;452;46;1;0;1;1;1;1;0;1;1
3302500;7664500;10;2;12;-1785.1;626.6;242.5;458;60;0;0;0;0;0;0;0;0;0
3302500;7665500;125;1;11;-1781.9;624.2;244.0;465;68;1;0;1;1;1;1;0;1;1
3302500;7666500;6;0;8;-1781.4;618.6;246.3;471;75;0;0;0;0;0;0;0;0;0
3303500;7612500;23;0;25;-1846.7;781.9;196.5;329;30;0;0;1;1;1;1;0;1;1
3303500;7613500;6;0;25;-1846.4;782.1;196.1;329;32;0;0;0;0;0;0;0;0;0
3303500;7614500;63;0;25;-1852.2;772.5;197.3;337;36;1;0;1;1;0;0;0;1;1
3303500;7615500;44;1;25;-1851.8;771.2;197.2;340;35;1;0;0;0;0;1;0;0;0
3303500;7662500;83;0;1;-1813.8;630.9;239.2;451;55;1;0;1;1;1;1;0;1;1
3304500;7612500;19;2;25;-1856.5;782.8;196.0;324;32;0;0;0;0;0;0;0;0;0
3304500;7614500;8;0;25;-1859.8;776.2;196.3;329;35;0;0;0;0;0;0;0;0;0
3304500;7615500;8;2;25;-1860.2;771.4;196.8;334;41;0;0;0;0;1;0;0;0;0
3304500;7616500;14;1;25;-1859.3;769.9;196.8;335;46;0;0;0;0;0;0;0;0;0
3304500;7617500;16;1;25;-1863.1;756.4;198.7;348;42;1;0;0;0;0;0;0;0;0
3304500;7637500;14;0;25;-1903.8;594.5;230.5;528;149;0;0;0;0;0;0;0;0;0
3304500;7643500;7;0;25;-1875.7;638.8;223.0;463;65;0;0;0;0;0;0;0;0;0
3304500;7657500;6;0;7;-1844.2;639.6;232.2;444;46;0;0;0;0;0;0;0;0;0
3304500;7658500;10;0;3;-1850.7;627.0;235.8;459;83;0;0;0;0;0;0;0;0;0
3304500;7660500;11;0;23;-1839.6;634.3;235.9;449;56;0;0;0;0;0;0;0;0;0
3304500;7661500;140;2;22;-1840.5;626.2;238.4;462;59;1;0;1;1;1;1;0;1;1
3305500;7607500;103;0;25;-1858.3;784.5;197.4;326;51;1;0;1;1;1;1;0;1;1
3305500;7608500;30;1;25;-1858.9;784.5;196.9;325;37;1;0;0;0;0;0;0;0;0
3305500;7611500;27;0;25;-1867.7;774.8;197.3;331;33;1;0;1;0;0;0;0;1;1
3305500;7612500;15;1;25;-1865.6;777.5;196.5;327;39;1;0;0;0;0;0;0;0;0
3305500;7613500;22;0;25;-1866.4;777.8;196.1;330;34;0;0;0;0;0;0;0;0;0
3305500;7614500;88;0;25;-1867.9;775.3;196.1;329;39;1;0;1;1;1;1;0;1;1
3305500;7615500;96;1;25;-1866.5;775.7;195.7;330;42;1;0;1;1;1;1;0;1;1
3305500;7616500;117;5;25;-1863.3;780.8;194.6;325;33;1;0;1;1;0;0;0;0;1
3305500;7617500;16;2;25;-1865.8;768.7;196.3;336;35;0;0;0;0;0;0;0;0;0
3305500;7618500;6;0;25;-1866.7;756.8;198.0;350;39;0;0;0;0;0;0;0;0;0
3305500;7636500;19;0;25;-1888.2;635.4;221.0;476;96;1;0;0;0;0;0;0;0;0
3305500;7638500;88;0;25;-1871.6;665.4;215.1;434;60;1;0;1;1;1;1;0;1;1
3305500;7639500;20;0;25;-1872.5;665.6;215.5;431;51;0;0;0;0;0;0;0;0;0
3305500;7640500;111;2;25;-1871.7;664.4;216.0;432;47;1;0;1;1;1;1;0;1;1
3305500;7641500;84;0;20;-1871.2;661.9;216.8;433;52;1;0;1;1;1;1;0;1;1
3305500;7642500;85;0;18;-1871.4;660.2;217.5;434;63;1;0;1;1;1;1;0;1;1
3305500;7643500;118;3;22;-1869.5;660.7;217.8;433;49;1;0;1;1;1;1;0;1;1
3305500;7653500;13;0;25;-1846.8;643.2;227.1;447;43;0;0;0;0;0;0;0;0;0
3305500;7657500;96;0;24;-1841.1;647.7;229.5;437;40;1;0;1;1;1;1;0;1;1
3305500;7658500;116;1;22;-1843.9;644.0;231.2;438;43;1;0;1;1;1;1;0;1;1
3305500;7659500;94;0;22;-1842.6;643.5;232.3;436;39;1;0;1;1;1;1;0;1;1
3305500;7660500;85;0;24;-1847.6;630.2;236.0;455;67;1;0;1;1;1;1;0;1;1
3305500;7661500;8;0;19;-1850.1;617.4;239.5;471;57;0;0;0;0;0;0;0;0;0
3306500;7607500;147;2;25;-1864.3;784.4;197.1;325;37;1;0;1;1;1;1;0;1;1
3306500;7608500;98;1;25;-1867.3;780.4;197.3;326;40;1;0;1;1;1;1;0;1;1
3306500;7610500;11;2;25;-1867.8;777.2;196.9;326;27;0;0;0;0;0;0;0;0;0
3306500;7611500;89;0;25;-1870.1;774.9;196.9;329;38;1;0;1;1;1;1;0;1;1
3306500;7612500;105;0;25;-1867.7;775.2;196.5;329;35;1;0;1;1;1;1;0;1;1
3306500;7613500;95;0;25;-1868.0;777.7;195.7;328;41;1;0;1;1;1;1;0;1;1
3306500;7616500;95;1;25;-1867.7;777.1;194.8;328;42;1;0;1;1;1;1;0;1;1
3306500;7617500;7;2;25;-1867.6;773.2;195.2;332;32;0;0;0;0;0;0;0;0;0
3306500;7620500;12;3;25;-1865.4;747.9;198.6;355;42;0;0;0;0;0;0;0;0;0
3306500;7622500;6;0;24;-1861.4;730.2;201.2;373;84;0;0;0;0;0;0;0;0;0
3306500;7632500;91;1;24;-1869.2;679.1;210.6;421;79;1;0;1;1;1;1;0;1;1
3306500;7635500;115;1;25;-1877.8;667.5;213.5;436;54;1;0;1;1;1;1;0;1;1
3306500;7636500;90;0;25;-1878.9;664.7;214.2;435;61;1;0;1;1;1;1;0;1;1
3306500;7637500;85;0;25;-1877.3;666.0;214.2;433;46;1;0;1;1;1;1;0;1;1
3306500;7644500;89;1;7;-1883.3;658.3;218.5;433;38;1;0;1;1;1;1;0;1;1
3306500;7645500;88;0;13;-1878.5;658.0;219.1;433;40;1;0;1;1;1;1;0;1;1
3306500;7646500;93;0;19;-1876.9;654.1;220.4;434;50;1;0;1;1;1;1;0;1;1
3306500;7647500;99;0;22;-1870.4;655.8;220.5;432;43;1;0;1;1;1;1;0;1;1
3306500;7648500;96;0;24;-1866.2;653.0;221.6;437;51;1;0;1;1;1;1;0;1;1
3306500;7649500;88;0;25;-1860.0;653.3;222.0;436;40;1;0;1;1;1;1;0;1;1
3306500;7650500;84;0;25;-1858.0;651.5;222.9;437;40;1;0;1;1;1;1;0;1;1
3306500;7653500;76;1;25;-1850.4;648.2;225.4;438;39;0;0;0;1;0;0;0;0;0
3306500;7654500;85;0;25;-1846.6;651.0;225.5;436;30;1;0;1;1;1;1;0;1;1
3306500;7655500;98;0;25;-1845.6;650.2;226.4;440;58;1;0;1;1;1;1;0;1;1
3306500;7656500;88;0;24;-1849.0;642.5;228.8;448;88;1;0;1;1;1;1;0;1;1
3306500;7661500;12;0;4;-1866.7;596.6;243.0;504;79;0;0;0;0;0;0;0;0;0
3307500;7607500;164;2;25;-1870.6;778.7;197.7;329;84;1;0;1;1;1;1;0;1;1
3307500;7608500;96;0;25;-1872.1;778.8;197.2;325;39;1;0;1;1;1;1;0;1;1
3307500;7609500;88;0;25;-1869.0;783.0;196.1;322;31;1;0;1;1;1;1;0;1;1
3307500;7610500;88;0;25;-1871.5;779.4;196.2;325;38;1;0;1;1;1;1;0;1;1
3307500;7616500;97;0;25;-1870.2;776.5;194.6;328;39;1;0;1;1;1;1;0;1;1
3307500;7617500;113;2;25;-1870.6;773.1;194.8;331;40;1;0;1;1;1;1;0;1;1
3307500;7618500;11;1;25;-1870.5;771.0;194.9;335;35;0;0;0;0;0;0;0;0;0
3307500;7621500;7;1;25;-1863.5;753.8;197.1;351;23;0;0;0;0;0;0;0;0;0
3307500;7622500;47;1;25;-1863.6;743.4;198.6;357;46;0;0;0;1;0;0;0;1;0
3307500;7623500;135;1;25;-1871.0;725.0;201.5;373;58;1;0;1;1;1;1;0;1;1
3307500;7624500;111;0;24;-1869.6;723.3;201.6;375;36;1;0;1;1;1;1;0;1;1
3307500;7625500;83;0;23;-1869.4;718.2;202.4;381;43;1;0;1;1;1;1;0;1;1
3307500;7626500;94;1;21;-1872.1;710.4;203.7;386;38;1;0;1;1;1;1;0;1;1
3307500;7627500;84;0;22;-1869.5;714.0;203.0;386;40;1;0;1;1;1;1;0;1;1
3307500;7628500;99;0;23;-1869.4;709.1;203.8;386;41;1;0;1;1;1;1;0;1;1
3307500;7629500;86;0;21;-1867.0;705.9;204.5;392;47;1;0;1;1;1;1;0;1;1
3307500;7630500;108;1;12;-1866.5;701.7;205.3;396;45;1;0;1;1;1;1;0;1;1
3307500;7631500;89;0;8;-1868.1;695.5;206.7;400;46;1;0;1;1;1;1;0;1;1
3307500;7632500;100;0;16;-1871.9;688.3;208.4;407;42;1;0;1;1;1;1;0;1;1
3307500;7633500;95;0;13;-1880.3;676.9;211.0;421;50;1;0;1;1;1;1;0;1;1
3307500;7634500;101;1;12;-1883.5;673.7;211.7;424;44;1;0;1;1;1;1;0;1;1
3307500;7635500;88;0;15;-1883.5;674.6;211.6;424;37;1;0;1;1;1;1;0;1;1
3307500;7647500;6;0;17;-1886.4;650.8;221.4;436;40;0;0;0;0;0;0;0;0;0
3307500;7652500;39;0;25;-1863.8;648.1;224.3;438;45;0;0;0;0;0;0;0;0;0
3308500;7607500;40;0;25;-1868.4;788.8;195.7;322;36;1;0;0;0;0;0;0;0;0
3308500;7608500;30;0;25;-1873.6;778.8;196.9;331;68;1;0;1;0;0;0;0;1;1
3308500;7609500;10;0;25;-1882.8;756.6;200.0;353;70;0;0;0;0;1;0;0;0;0
3308500;7617500;14;0;25;-1876.7;769.1;195.1;336;73;0;0;0;0;0;0;0;0;0
3308500;7618500;131;3;25;-1876.5;767.6;195.1;337;54;1;0;1;1;1;1;0;1;1
3308500;7619500;124;1;25;-1875.6;763.2;195.6;341;46;1;0;1;1;1;1;0;1;1
3308500;7620500;94;0;25;-1875.0;755.9;196.6;351;70;1;0;1;1;1;1;0;1;1
3308500;7621500;98;0;25;-1877.1;742.3;198.7;362;91;1;0;1;1;1;1;0;1;1
3308500;7622500;95;0;25;-1873.2;744.4;198.1;360;73;1;0;1;1;1;1;0;1;1
3308500;7623500;100;0;25;-1884.9;717.8;202.4;385;94;1;0;1;1;1;1;0;1;1
3308500;7624500;126;1;25;-1889.1;705.3;204.8;399;79;1;0;1;1;1;1;0;1;1
3309500;7609500;87;3;25;-1880.8;761.8;198.9;350;85;1;0;1;1;0;1;0;1;1
3309500;7619500;17;0;25;-1896.9;726.0;201.4;383;73;0;0;0;1;1;0;0;1;0
3309500;7624500;33;0;16;-1909.9;684.1;208.7;425;39;1;0;1;0;0;1;0;1;1
3310500;7610500;11;0;25;-1872.5;778.8;195.4;332;35;0;0;0;0;0;0;0;0;0
3310500;7619500;74;1;22;-1905.6;713.9;203.1;393;48;1;0;1;0;1;1;0;1;1
3310500;7622500;8;0;6;-1914.4;699.1;205.5;408;55;0;0;0;0;0;0;0;0;0
3310500;7623500;60;0;0;-1915.0;698.0;205.6;408;44;1;0;1;1;1;1;0;1;1
3311500;7619500;17;0;3;-1908.5;723.7;201.1;383;32;0;0;0;0;0;0;0;0;0
3311500;7622500;20;1;0;-1914.2;711.5;202.6;390;37;0;0;0;0;0;0;0;0;0
3312500;7618500;49;0;0;-1909.3;738.2;198.6;369;33;0;0;0;0;0;0;0;0;0
3312500;7622500;40;2;0;-1916.8;717.9;201.1;381;38;0;0;0;0;0;0;0;0;0
3312500;7623500;18;0;4;-1919.7;714.2;201.6;384;32;0;0;0;1;0;0;0;0;0
3273500;7704500;6;1;25;-1824.9;124.5;462.2;1245;163;0;0;0;0;0;0;1;0;0
3274500;7704500;8;2;25;-1850.4;109.3;465.2;1285;205;0;0;0;0;0;0;1;0;0
3272500;7705500;26;2;25;-1715.6;196.2;444.5;1057;277;0;1;1;0;0;0;1;0;0
3274500;7705500;46;3;25;-1711.5;191.5;442.4;1071;306;0;1;0;0;0;0;1;0;1
3275500;7704500;8;1;25;-1816.0;130.1;456.6;1227;336;0;1;0;0;0;0;1;0;1
3403500;7437500;92;0;0;-1542.6;1065.9;260.1;153;54;1;0;0;1;0;0;0;1;1
3391500;7438500;165;3;0;-1589.9;1021.7;266.1;176;84;1;0;0;1;1;0;0;1;1
3358500;7439500;155;2;0;-1536.9;1117.6;254.4;98;37;1;0;0;1;1;0;0;1;1
3375500;7439500;94;1;0;-1557.0;1045.7;263.7;174;45;1;0;0;1;0;0;0;1;1
3358500;7441500;126;1;0;-1540.9;1106.7;254.7;110;31;1;0;0;1;1;0;0;1;1
3364500;7441500;185;3;0;-1538.0;1106.4;253.5;109;33;1;0;0;1;1;0;0;1;1
3378500;7444500;82;0;0;-1564.1;1037.1;261.2;179;40;1;0;0;0;1;0;0;1;1
3390500;7446500;101;0;0;-1565.3;1032.2;259.7;181;74;1;0;0;0;0;0;0;1;1
3386500;7448500;132;4;0;-1599.0;1029.7;257.5;157;55;1;0;0;1;0;0;0;1;1
3400500;7448500;127;1;0;-1570.9;1025.4;259.4;184;86;1;0;0;1;1;0;0;0;0
3358500;7450500;96;2;0;-1569.1;1043.5;259.2;172;64;1;0;0;1;1;0;0;1;1
3401500;7450500;87;2;0;-1576.5;1018.2;259.3;189;115;1;0;0;1;1;0;0;1;1
3376500;7453500;91;4;0;-1566.4;1036.3;255.4;176;49;1;0;0;0;1;0;0;1;1
3402500;7453500;62;0;0;-1583.4;1019.6;257.1;185;120;1;0;0;0;1;0;0;1;1
3369500;7454500;188;7;0;-1567.5;1053.5;252.8;153;47;1;0;0;1;1;0;0;1;1
3400500;7454500;74;0;0;-1572.4;1048.3;251.7;161;26;1;0;0;0;0;0;0;1;1
3402500;7454500;87;0;0;-1571.9;1048.5;251.8;158;20;1;0;0;1;1;0;0;1;1
3352500;7455500;167;4;0;-1559.9;1074.6;251.9;139;66;1;0;0;1;1;0;0;1;1
3405500;7455500;76;2;0;-1575.5;1027.4;254.7;179;63;1;0;0;0;1;0;0;1;1
3353500;7456500;88;2;0;-1570.5;1048.7;255.3;164;61;1;0;0;0;1;0;0;1;1
3357500;7456500;73;0;0;-1593.0;998.5;262.6;215;72;0;0;0;1;1;0;0;1;1
3406500;7456500;103;1;0;-1561.1;1057.9;249.2;147;44;1;0;0;1;1;0;0;1;1
3423500;7456500;146;3;0;-1585.3;1035.6;255.0;165;48;1;0;0;1;1;0;0;1;1
3351500;7457500;159;4;0;-1558.8;1079.0;250.0;133;47;1;0;0;1;1;0;0;1;1
3388500;7458500;133;5;0;-1582.8;1015.6;254.4;189;32;1;0;0;1;0;0;0;1;1
3406500;7458500;181;5;0;-1559.5;1064.2;246.9;138;37;1;0;0;1;1;0;0;1;1
3407500;7458500;106;0;0;-1562.1;1058.2;247.9;144;33;1;0;0;0;1;0;0;1;1
3409500;7459500;92;1;0;-1569.1;1046.4;249.4;155;30;1;0;0;1;1;0;0;1;1
3366500;7461500;118;1;0;-1570.7;1050.7;248.9;155;32;1;0;0;0;1;0;0;1;1
3375500;7463500;118;0;0;-1583.0;1021.8;251.0;182;103;1;0;0;1;1;0;0;1;1
3384500;7463500;122;5;0;-1591.5;990.9;255.3;217;67;1;0;0;1;1;0;0;1;1
3407500;7465500;177;5;0;-1578.9;1037.4;246.9;159;35;1;0;0;1;1;0;0;1;1
3418500;7467500;118;1;0;-1608.6;996.4;253.9;196;44;1;0;0;1;1;0;0;1;1
3354500;7468500;167;3;0;-1578.3;1062.6;244.4;147;44;1;0;0;1;1;0;0;1;1
3391500;7468500;103;0;1;-1612.1;971.9;254.8;232;43;1;0;0;1;1;0;0;1;1
3372500;7470500;53;1;22;-1593.5;1039.7;243.6;164;27;1;0;0;0;0;0;0;1;1
3415500;7473500;86;0;0;-1618.2;990.3;250.7;199;43;1;0;0;1;0;0;0;1;1
3426500;7473500;73;0;0;-1643.3;970.3;256.2;216;52;1;0;0;0;1;0;0;1;1
3361500;7475500;152;5;25;-1574.3;1060.3;238.4;143;41;0;0;0;0;1;0;0;1;1
3362500;7475500;163;4;25;-1573.5;1059.2;238.4;145;34;1;0;0;1;1;0;0;1;1
3392500;7476500;131;3;23;-1627.9;944.6;254.0;252;56;1;0;0;1;1;0;0;1;1
3373500;7477500;144;6;25;-1610.6;1025.2;241.0;169;38;1;0;0;1;0;0;0;1;1
3383500;7477500;103;1;21;-1598.3;1006.3;243.4;190;28;1;0;0;1;1;0;0;1;1
3408500;7477500;198;8;42;-1608.2;1027.7;241.0;160;27;1;0;0;1;1;0;0;1;1
3379500;7482500;139;3;25;-1607.5;1013.9;239.0;178;37;1;0;0;0;0;0;0;1;1
3393500;7484500;184;4;0;-1620.0;996.4;240.3;189;35;1;0;0;1;1;0;0;1;1
3365500;7485500;105;1;36;-1596.0;1032.5;235.3;164;34;1;0;0;0;1;0;0;1;1
3438500;7485500;78;0;0;-1684.8;965.3;253.7;196;22;1;0;0;0;0;0;0;1;1
3401500;7487500;95;4;4;-1626.0;1004.3;237.7;179;39;1;0;0;0;1;0;0;1;1
3383500;7488500;89;0;9;-1608.6;1014.4;234.7;175;27;1;0;0;0;0;0;0;1;1
3429500;7488500;65;0;0;-1677.3;930.5;254.9;243;67;1;0;0;0;1;0;0;1;1
3356500;7489500;140;2;34;-1607.9;1037.2;233.3;161;44;1;0;0;1;1;0;0;1;1
3415500;7489500;116;0;16;-1628.9;1002.5;239.0;173;48;1;0;0;1;1;0;0;1;1
3432500;7489500;92;1;0;-1679.2;937.9;254.0;232;52;1;0;0;0;1;0;0;1;1
3354500;7490500;52;1;21;-1601.6;1044.6;231.8;156;36;1;0;0;0;0;0;0;1;1
3367500;7490500;98;2;0;-1614.5;1003.2;236.4;191;51;1;0;0;1;1;0;0;1;1
3428500;7492500;81;0;0;-1689.2;905.3;256.5;266;76;1;0;0;1;1;0;0;1;1
3346500;7494500;110;2;0;-1621.1;1033.4;232.6;172;48;1;0;0;1;1;0;0;1;1
3372500;7495500;130;1;28;-1622.8;998.6;233.2;189;42;1;0;0;1;1;0;0;1;1
3414500;7496500;204;8;25;-1645.5;1001.6;234.8;169;30;1;0;0;1;1;0;0;1;1
3367500;7497500;37;1;12;-1622.7;996.0;232.7;196;58;1;0;0;0;0;0;0;1;1
3397500;7498500;170;4;26;-1648.6;957.4;238.0;221;73;1;0;0;1;1;0;0;1;1
3405500;7498500;119;2;26;-1642.0;994.0;233.1;177;25;1;0;0;1;1;0;0;1;1
3380500;7499500;86;0;2;-1717.5;790.7;264.1;402;234;0;0;0;1;1;0;0;1;1
3368500;7500500;94;0;0;-1629.1;991.1;231.4;198;54;1;0;0;1;1;0;0;1;1
3350500;7501500;152;3;0;-1620.2;1024.9;228.0;175;48;1;0;0;1;1;0;0;1;1
3392500;7501500;144;1;39;-1652.5;964.4;234.6;214;34;1;0;0;1;1;0;0;1;1
3402500;7501500;134;3;11;-1658.3;952.8;237.6;220;72;1;0;0;1;1;0;0;1;1
3403500;7501500;132;3;17;-1650.7;972.3;234.5;201;49;1;0;0;1;1;0;0;1;1
3382500;7502500;71;1;0;-1735.9;763.3;266.5;422;163;1;0;0;1;1;0;0;1;1
3386500;7502500;103;4;25;-1663.0;942.9;237.2;235;31;1;0;0;1;1;0;0;1;0
3409500;7502500;132;5;0;-1656.7;981.1;233.5;186;29;1;0;0;1;1;0;0;1;1
3420500;7502500;42;0;25;-1672.9;993.8;234.1;169;37;1;0;0;0;0;0;0;1;1
3408500;7503500;101;1;0;-1664.2;961.8;235.9;205;51;1;0;0;1;1;0;0;1;1
3385500;7504500;104;2;18;-1676.8;919.7;239.6;258;80;1;0;0;1;1;0;0;1;1
3370500;7505500;136;1;11;-1653.0;962.8;232.4;224;56;1;0;0;1;1;0;0;1;1
3408500;7505500;122;2;0;-1668.8;960.8;234.9;205;65;1;0;0;1;1;0;0;1;1
3440500;7505500;122;5;27;-1701.8;951.5;245.9;201;36;1;0;0;1;1;0;0;1;1
3406500;7506500;82;1;0;-1690.8;908.9;242.4;258;67;1;0;0;1;1;0;0;1;1
3425500;7506500;116;5;25;-1685.4;963.0;238.3;194;49;1;0;0;0;1;0;0;1;1
3406500;7507500;94;1;1;-1699.7;892.8;244.4;274;100;1;0;0;1;1;0;0;1;1
3408500;7507500;108;3;0;-1666.6;973.0;231.7;190;35;1;0;0;1;1;0;0;1;1
3412500;7507500;162;4;31;-1670.0;988.5;230.0;172;41;1;0;0;1;1;0;0;1;1
3419500;7507500;77;1;48;-1679.4;986.3;232.2;170;38;1;0;0;0;0;0;0;1;1
3420500;7507500;71;2;42;-1676.3;983.5;232.9;174;36;1;0;0;1;0;0;0;0;1
3427500;7508500;46;0;26;-1692.8;961.5;238.0;193;38;1;0;0;0;0;0;0;1;1
3445500;7508500;119;1;25;-1729.7;908.1;253.4;242;97;1;0;0;1;1;0;0;1;1
3450500;7508500;111;2;25;-1737.5;902.2;256.4;246;42;1;0;0;1;1;0;0;1;1
3402500;7509500;131;2;1;-1670.2;960.6;231.4;203;42;1;0;0;1;1;0;0;1;1
3405500;7509500;130;2;24;-1678.2;944.4;234.6;219;43;1;0;0;1;1;0;0;1;1
3408500;7509500;131;3;15;-1673.3;965.5;231.7;196;58;1;0;0;0;1;0;0;1;1
3434500;7509500;109;2;24;-1710.7;948.6;242.0;201;35;1;0;0;0;1;0;0;1;1
3450500;7509500;117;2;25;-1737.8;907.3;255.1;239;35;1;0;0;1;1;0;0;1;1
3393500;7510500;89;1;0;-1710.6;868.9;244.6;304;46;1;0;0;1;1;0;0;1;0
3369500;7511500;115;1;0;-1669.5;943.2;231.6;242;58;1;0;0;0;1;0;0;1;1
3405500;7511500;95;1;46;-1665.3;979.7;227.6;181;34;1;0;0;0;0;0;0;1;1
3383500;7513500;97;0;0;-1724.5;827.2;248.9;351;179;1;0;0;1;1;0;0;1;1
3389500;7513500;85;1;4;-1729.5;843.9;246.4;326;145;0;0;0;1;1;0;0;1;1
3390500;7513500;111;1;0;-1755.0;787.0;255.9;386;172;1;0;0;1;1;1;0;1;1
3399500;7513500;193;7;50;-1671.3;967.6;227.4;196;36;1;0;0;1;1;0;0;1;1
3443500;7513500;111;2;25;-1728.4;928.1;246.7;216;43;1;0;0;1;1;0;0;1;1
3388500;7514500;142;1;29;-1695.8;918.9;233.5;247;39;1;0;0;1;1;0;0;1;1
3433500;7514500;191;5;19;-1719.0;945.7;239.4;199;29;1;0;0;1;1;0;0;1;1
3377500;7516500;130;1;0;-1690.2;922.7;231.2;251;50;1;0;0;1;1;0;0;1;1
3416500;7516500;191;6;17;-1697.0;952.8;231.7;198;55;1;0;0;1;1;0;0;1;1
3434500;7516500;131;1;25;-1723.9;938.8;239.9;204;31;1;0;0;1;1;0;0;1;1
3351500;7517500;135;3;0;-1649.4;1005.0;219.5;186;59;1;0;0;1;1;0;0;1;1
3425500;7517500;168;4;36;-1720.9;947.8;234.7;191;40;1;0;0;1;1;0;0;1;1
3375500;7520500;66;0;0;-1728.4;864.5;238.1;309;61;1;0;0;0;1;0;0;1;1
3381500;7520500;113;2;0;-1725.9;856.4;239.5;315;98;1;0;0;1;1;0;0;1;1
3394500;7520500;136;3;45;-1702.6;936.8;227.4;218;36;1;0;0;1;1;0;0;1;1
3389500;7521500;100;2;28;-1714.8;908.0;231.0;257;32;1;0;0;1;1;0;0;1;1
3448500;7521500;124;1;25;-1780.4;865.4;254.9;274;71;1;0;0;1;1;0;0;1;1
3426500;7523500;145;4;25;-1732.8;951.8;231.1;181;37;1;0;0;1;1;0;0;1;1
3386500;7524500;81;1;25;-1727.5;903.4;229.6;260;34;1;0;0;1;1;0;0;1;1
3352500;7525500;154;6;0;-1677.3;988.5;216.3;196;42;1;0;0;1;1;0;0;1;1
3363500;7525500;110;0;0;-1706.5;921.2;226.0;257;52;1;0;0;1;1;0;0;1;1
3361500;7526500;113;1;0;-1713.9;916.7;226.2;257;53;1;0;0;0;1;0;0;1;1
3454500;7526500;119;3;25;-1809.4;829.4;261.0;304;86;1;0;0;1;1;0;0;1;1
3384500;7527500;95;4;45;-1732.8;884.7;230.6;277;41;1;0;0;1;1;0;0;1;1
3407500;7527500;196;7;33;-1711.8;961.0;221.8;178;36;1;0;0;1;1;0;0;1;1
3410500;7527500;196;7;19;-1715.4;961.4;222.5;177;48;1;0;0;1;1;0;0;1;1
3387500;7529500;89;1;25;-1755.0;839.3;237.0;322;106;1;0;0;1;1;0;0;1;1
3355500;7531500;87;0;0;-1743.8;858.8;232.7;316;110;1;0;0;1;1;0;0;1;1
3430500;7531500;155;4;25;-1746.7;938.5;230.4;196;37;0;0;0;1;1;0;0;1;1
3379500;7533500;142;3;0;-1783.9;864.2;229.8;262;38;1;0;0;1;1;0;0;1;1
3417500;7533500;180;5;25;-1740.7;946.6;223.5;186;29;1;0;0;1;1;0;0;1;1
3361500;7534500;83;3;2;-1729.7;927.5;218.8;240;44;1;0;0;0;0;0;0;1;1
3445500;7535500;117;1;25;-1793.0;869.3;245.8;257;46;1;0;0;1;1;0;0;1;1
3383500;7536500;147;3;23;-1782.9;864.2;228.2;267;53;1;0;0;1;1;0;0;1;1
3390500;7538500;119;1;25;-1767.2;863.8;227.9;286;51;1;0;0;1;1;1;0;1;1
3396500;7539500;154;3;14;-1766.6;896.8;223.0;248;62;1;0;0;1;1;0;0;1;1
3380500;7540500;120;0;25;-1819.7;838.4;229.5;276;87;1;0;0;1;1;0;0;1;1
3418500;7540500;140;4;25;-1762.6;938.6;221.4;188;28;1;0;0;1;0;0;0;1;1
3383500;7542500;90;3;15;-1807.4;793.2;236.1;356;154;1;0;0;1;1;0;0;1;1
3360500;7544500;184;7;0;-1744.0;930.9;211.2;226;36;1;0;0;1;0;0;0;1;1
3396500;7545500;97;0;25;-1795.5;893.3;220.1;242;45;1;0;0;1;1;0;0;1;1
3451500;7546500;79;2;25;-1847.0;826.7;249.9;288;30;1;0;0;1;0;0;0;1;1
3403500;7548500;184;5;0;-1775.9;925.6;214.8;205;38;1;0;0;1;1;0;0;1;1
3358500;7549500;121;0;12;-1770.6;914.5;210.4;236;62;1;0;0;1;1;0;0;0;1
3433500;7549500;108;1;25;-1815.1;868.1;233.8;249;55;1;0;0;1;1;0;0;1;1
3454500;7549500;106;3;32;-1832.0;841.7;247.3;270;47;1;0;0;1;1;0;0;1;1
3425500;7550500;170;2;25;-1804.9;904.4;224.2;215;32;1;0;0;1;1;0;0;1;1
3356500;7551500;159;5;24;-1781.2;918.2;208.4;226;51;1;0;0;1;1;0;0;1;1
3358500;7551500;120;4;2;-1787.9;896.8;211.9;250;80;1;0;0;1;1;0;0;1;1
3381500;7551500;172;4;0;-1857.1;826.8;224.7;272;63;1;0;0;1;1;0;0;1;1
3402500;7551500;160;4;0;-1790.0;925.0;213.0;204;33;1;0;0;1;1;0;0;1;1
