"","arca_auc_glm","arca_auc_gam","arca_auc_gbm1","arca_auc_gbm2"
"78",0.749571673329526,0.746716162193032,0.776127926898915,0.763563677898344
"79",0.757575757575758,0.766233766233766,0.683261183261183,0.655122655122655
"80",0.75214163335237,0.763563677898344,0.693603655054255,0.705025699600228
"81",0.772875816993464,0.776143790849673,0.729302832244009,0.733115468409586
"82",0.72587093089663,0.719588806396345,0.747001713306682,0.744717304397487
"83",0.716049382716049,0.71141975308642,0.714891975308642,0.716049382716049
"84",0.837167505391804,0.855859094176851,0.879942487419123,0.87275341480949
"85",0.808823529411765,0.813725490196078,0.819716775599129,0.810457516339869
"86",0.771756122980719,0.769671704012507,0.681083897863471,0.692027097446587
"87",0.850467289719626,0.829618979151689,0.795111430625449,0.801581595974119
"88",0.788628472222222,0.784722222222222,0.745876736111111,0.746961805555556
"89",0.768867924528302,0.765498652291105,0.763477088948787,0.767520215633423
"90",0.831943720687858,0.839760291818656,0.783741532047942,0.78009379885357
"91",0.862935465448315,0.866362078812107,0.863506567675614,0.850371216447744
"92",0.752695417789757,0.744609164420485,0.756738544474393,0.752021563342318
"93",0.818103940605368,0.815819531696174,0.77841233580811,0.776127926898915
"94",0.79676915059927,0.789473684210526,0.736321000521105,0.725377800937989
"95",0.844870725604671,0.84070058381985,0.686405337781484,0.684737281067556
"96",0.791938997821351,0.782679738562091,0.733115468409586,0.724945533769063
"97",0.809950694755715,0.818467055132228,0.75974899148364,0.756163155535634
"98",0.793650793650794,0.792207792207792,0.76960076960077,0.771043771043771
"99",0.853896103896104,0.848794063079777,0.718460111317254,0.714749536178108
"100",0.728253968253968,0.724444444444444,0.755555555555556,0.740634920634921
